"Environment","Agriculture and Land Assets","Number of hectares under improved natural resource management practices as a result of DFID assistance","Output"
"Environment","Agriculture and Land Assets","Number of small-scale fishers (aquaculture?)","Outcome"
"Environment","Agriculture and Land Assets","Percentage of poor people (lower quartile) with access to common property resources","Output"
"Environment","Agriculture and Land Assets","Pesticide and/or fertilizer consumption","Output"
"Environment","Agriculture and Land Assets","Quantity of wetland services and products used","Output"
"Environment","Air Quality","Levels of particulates (PM10) in the air in homes","Output"
"Environment","Extractive and other polluting industries","Average household consumption of firewood/ biomass fuel","Output"
"Environment","Extractive and other polluting industries","Community consultation/ community outreach by the industries","Output"
"Environment","Extractive and other polluting industries","Country compliance with the (DFID-supported) standards developed for extractive industries","Output"
"Environment","Extractive and other polluting industries","Emission standards for two and three wheelers","Output"
"Environment","Extractive and other polluting industries","Emissions of greenhouse gases","Output"
"Environment","Extractive and other polluting industries","Extent to which undertakings of remediation work are fulfilled","Output"
"Environment","Extractive and other polluting industries","National air quality standards based on WHO air quality guidelines","Outcome"
"Environment","Extractive and other polluting industries","Social Impact and Environmental Impact Assessment procedures","Output"
"Environment","Mainstreaming Environmental Sustainability","Increased availability of environmental information / awareness of environmental sustainability","Outcome"
"Environment","Mainstreaming Environmental Sustainability","Level of funding for environmental plan at national, district or local level.","Output"
"Environment","Mainstreaming Environmental Sustainability","Number (%) of people receiving DFID-supported training in natural resources management (or improved agricultural/ fishing practices or biodiversity conservation)","Output"
"Environment","Mainstreaming Environmental Sustainability","Number of DFID-assisted civil society organizations (CSO) that engage in advocacy and/or watchdog functions relating to environmental sustainability (or that increase public participation in environmental decision-making)","Outcome"
"Environment","Mainstreaming Environmental Sustainability","Number of farmers and fishers (relevant others) who adopt improved agricultural/fishing practices (or otherwise take environmental sustainability into consideration in their daily activities?)","Output"
"Environment","Mainstreaming Environmental Sustainability","Number of government plans valuing natural resources assets and factoring values into national planning and budgeting processes","Output"
"Environment","Mainstreaming Environmental Sustainability","Number of NGO/CSO environmental lobbying networks engaged in political influencing","Output"
"Environment","Mainstreaming Environmental Sustainability","Number of policies, laws, International Agreements or regulations promoting sustainable natural resource management and conservation that are implemented as a result of DFID assistance","Outcome"
"Environment","Overarching","Annual rural household income split between agricultural/ non-agricultural activity (percentage)","Output"
"Environment","Overarching","Changes in ecosystem integrity","Output"
"Environment","Overarching","Changes in extent of ecosystems (forests, wetlands and mangroves etc)","Output"
"Environment","Overarching","Community participation in natural resource management / community-based natural resource management plans","Output"
"Environment","Overarching","National Index of Biodiversity","Outcome"
"Environment","Overarching","Number of national and local policies that support biodiversity conservation and natural resources management implemented (and enforced?)","Output"
"Environment","Overarching","Percentage change in women farmers with secure land tenure","Outcome"
"Environment","Overarching","Percentage of areas under sustainable management","Output"
"Environment","Overarching","Percentage of human induced ecosystem failure","Outcome"
"Environment","Overarching","Proportion of goods and services derived from environmentally sustainable sources","Outcome"
"Environment","Overarching","Proportion of people living in environmentally fragile areas (or Changes in occupation of communities resulting from environmental fragility)","Outcome"
"Environment","Overarching","Valuation of ecosystem services","Outcome"
"Environment","Water Quality Improvement","Biological/Chemical Oxygen Demand levels in rivers and lakes.","Outcome"
"Environment","Water Quality Improvement","Dissolved Oxygen","Outcome"
"Environment","Water Quality Improvement","Industrial & agricultural sources of water pollutants (can include the parameters: heavy metals, toxic chemicals, phosphorus, nitrogen, oil) (various units)","Output"
"Environment","Water Quality Improvement","Number of Sanitary inspections","Output"
"Environment","Water Quality Improvement","Number of wastewater treatment plants","Output"
"Environment","Water Resources Management","Agricultural output from irrigation","Outcome"
"Environment","Water Resources Management","Decrease in major pollution events","Outcome"
"Environment","Water Resources Management","Effective environmental regulation in place and enforced","Output"
"Environment","Water Resources Management","Increased water security","Outcome"
"Environment","Water Resources Management","Number of joint projects (research, training, infrastructure) undertaken on waters shared by two or more countries","Output"
"Environment","Water Resources Management","Number of major water pollution events","Outcome"
"Environment","Water Resources Management","Number of transboundary watercourses managed through a ratified treaty","Output"
"Environment","Water Resources Management","Percentage increase in agricultural output from irrigation","Output"
"Environment","Water Resources Management","Percentage increase coverage in water resources monitoring networks","Output"
"Environment","Water Resources Management","Percentage increase in water stored and hydropower generated per capita by multilaterals receiving DFID support","Output"
"Environment","Water Resources Management","Percentage increase with watersheds with a management plan and committee","Output"
"Environment","Water Resources Management","Percentage of countries and transboundary basins implementing integrated water resources management and water efficiency plans","Outcome"
"Environment","Water Resources Management","Percentage of countries and transboundry basins implementing integrated water resources management plans","Output"
"Environment","Water Resources Management","Percentage of women with access to water for irrigation","Output"
"Environment","Water Resources Management","Percentage reduction in impacts from floods and droughts","Output"
"Environment","Water Resources Management","Percentage reduction in poverty from water resource management programmes","Outcome"
"Environment","Water Resources Management","Percentage women farmers with access to water for irrigation","Output"
"Environment","Water Resources Management","Political and media awareness of the need for improved water resources management","Output"
"Environment","Water Resources Management","Presence of cross-sectoral water committees in government.","Output"
"Broad Sector ","Subsector ","Indicator ","Type"
"NOTE: indicators in bold are STANDARD indicators; all others are SUGGESTED indicators",,,
"Food and Agriculture","Agricultural Research and Extension","Percentage of farmers having knowledge of a specific technology being disseminated by extension system","Output"
"Food and Agriculture","Agricultural Research and Extension","percentage of farmers trying the specific technology advice from extension systems on their farms","Output"
"Food and Agriculture","Crops","Change (percentage) in yields of major crops of the country","Outcome"
"Food and Agriculture","Crops","percentage of small scale framers who know about crop production practices (in their farms)","Output"
"Food and Agriculture","Crops","Percentage of total land are under permanent crops","Outcome"
"Food and Agriculture","Fisheries and Aquaculture","Percentage of fishing communities in contact with a fisheries officer in the last month","Output"
"Food and Agriculture","Fisheries and Aquaculture","Percentage of rural communities that constructed a fish pond in the last year","Output"
"Food and Agriculture","Fisheries and Aquaculture","Water use per unit of aquaculture production","Outcome"
"Food and Agriculture","Forestry","Annual growth (or percentage change) in household income from forest related activities","Outcome"
"Food and Agriculture","Forestry","Area of forest under sustainable forest management (hectares)","Outcome"
"Food and Agriculture","Forestry","Employment in forestry related activities (full time equivalents)","Output"
"Food and Agriculture","Forestry","Growing stock per hectare (m3/ha)","Outcome"
"Food and Agriculture","Forestry","Percentage of communities aware of the activities of forestry services in their area","Output"
"Food and Agriculture","Forestry","Percentage of communities involved in sustainable forest management","Output"
"Food and Agriculture","Forestry","Percentage of communities planning to expand an area under sustainable forest management","Output"
"Food and Agriculture","Forestry","Proportion (percentage) of land covered by forest","Outcome"
"Food and Agriculture","Forestry","Rate of deforestation (percentage)","Outcome"
"Food and Agriculture","Forestry","Value of removals of wood and non wood products (selected currency)","Output"
"Food and Agriculture","Forestry","Value of services from forests (selected currency)","Output"
"Food and Agriculture","Land Policy and Administration","Percentage change in number of formal land transactions (quarterly of yearly basis)","Outcome"
"Food and Agriculture","Land Policy and Administration","Percentage of agricultural households that have legally recognised rights to land.","Outcome"
"Food and Agriculture","Land Policy and Administration","Percentage of land area for which there is a legally recognised form of land tenure.","Output"
"Food and Agriculture","Land Policy and Administration","Percentage of land area inventoried","Output"
"Food and Agriculture","Land Policy and Administration","Share (percentage) of land over which there are disputes","Outcome"
"Food and Agriculture","Livestock","Annual growth (percentage) in value added in the livestock sector","Outcome"
"Food and Agriculture","Livestock","Livestock birthrate","Outcome"
"Food and Agriculture","Livestock","Percentage increase in yield per livestock unit","Outcome"
"Food and Agriculture","Livestock","Percentage of livestock owners in contact with livestock officer in the last month","Output"
"Food and Agriculture","Livestock","Percentage of livestock owners satisfied with the quality of livestock services","Output"
"Food and Agriculture","Livestock","Percentage of livestock owners using vetenary services within the last month","Output"
"Food and Agriculture","Natural Resource Management","Change (percentage) in soil loss from watersheds","Outcome"
"Food and Agriculture","Natural Resource Management","Proportion (percentage) of land area formally established as protected area","Outcome"
"Food and Agriculture","Natural Resource Management","Withdrawal of water for agriculture as a percentage of total freshwater withdrawal.","Outcome"
"Food and Agriculture","Rural Micro and SME Finance","Percentage increase in number of local enterprises in rural area","Outcome"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of Bank branches that are located in rural areas","Outcome"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of rural population eligible to obtain a business loan","Output"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of rural population using financial services of formal banking institutions","Output"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of rural population using non bank financial services","Outcome"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of total savings that are mobilised from rural areas","Outcome"
"Food and Agriculture","Rural Micro and SME Finance","Percentage of users satisfied with the banking services","Output"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Agricultural exports as a percentage of total value added in agriculture sector","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Annual growth rate of household in rural areas from agricultural activity (percentage)","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Change (percentage) in unit cost of transportation of agricultural product","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Food production Index","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Percentage change in proportion of rural population below US$1 per day (Purchasing power parity) per day or below national poverty line","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Percentage of rural labour force employed in agriculture","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Prevalence (percentage) of underweight children under five years of age in rural areas","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Producer price index for food items","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Proportion of under-nourished population","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Public spending on agricultural input subsidies as a percentage of total public spending on agriculture.","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Public spending on agriculture as a percentage of GDP from the agriculture sector","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Ratio (or proportion) of arable land area to total land area of the country","Outcome"
"Food and Agriculture","Sector wide indicators - Agriculture and Rural Development","Rural poor as a proportion of the population","Outcome"
"Broad Sector ","Subsector ","Indicator ","Type"
"NOTE: indicators in bold are STANDARD indicators; all others are SUGGESTED indicators",,,
"Governance and Conflict","Civil Service Reform","Improved government statistical capacity - Percentage of data on (X) collected by trained government staff","Outcome"
"Governance and Conflict","Civil Service Reform","Number of disciplinary cases for violations of codes of conduct","Output"
"Governance and Conflict","Civil Service Reform","Number of staff processed through objective systems (Effectiveness of recruitment/promotion/training systems)","Outcome"
"Governance and Conflict","Civil Service Reform","Number of targeted staff aware of civil service code","Output"
"Governance and Conflict","Civil Service Reform","Percentage deadlines met (e.g salaries/budget)","Output"
"Governance and Conflict","Civil Service Reform","Percentage of complaints received and acted on by Ombudsman","Output"
"Governance and Conflict","Civil Service Reform","Percentage of staff trained to do their jobs (admin mangement; policy development; financial management)","Output"
"Governance and Conflict","Civil Service Reform","Percentage of staff who understand how their role leads to frontline service delivery","Outcome"
"Governance and Conflict","Civil Service Reform","Percentage of staff with no job description","Output"
"Governance and Conflict","Civil Service Reform","Percentage senior staff strategic planning training","Output"
"Governance and Conflict","Civil Service Reform","Percentage staff minority representation against national statistics","Output"
"Governance and Conflict","Civil Service Reform","Ratio male:female staff","Output"
"Governance and Conflict","Civil Service Reform","Ratio of Ghost workers: total staff","Output"
"Governance and Conflict","Civil Service Reform","Ratio sector budget allocation: expenditure","Outcome"
"Governance and Conflict","Corruption","Percentage of anti-corruption body staff trained","Output"
"Governance and Conflict","Corruption","Percentage of appointments to anti-corruption body based on professional criteria","Outcome"
"Governance and Conflict","Corruption","Percentage of cases investigated by anti-corruption body (domestic or international)","Outcome"
"Governance and Conflict","Corruption","Percentage of cases lead to persecution (domestic or international)","Outcome"
"Governance and Conflict","Corruption","Percentage of civil servants that comply with asset declaration mechanism","Output"
"Governance and Conflict","Corruption","Percentage of national budget dedicated to anti-corruption body","Output"
"Governance and Conflict","Corruption","Percentage of targeted citizens satisfied with anti-corruption body activity (Disaggregated)","Outcome"
"Governance and Conflict","Corruption","Percentage of targeted civil service staff that feel safe reporting a corruption case","Output"
"Governance and Conflict","Corruption","Public access to agency information (Disaggregated)","Output"
"Governance and Conflict","Elections","Legal frameworks in place (in accordance with international standards)","Outcome"
"Governance and Conflict","Elections","Percentage of population aware of election","Output"
"Governance and Conflict","Elections","Percentage of election preparations completed on schedule","Output"
"Governance and Conflict","Elections","Percentage of electoral staff and observers trained (disaggregated) - Transparency of electoral systems","Outcome"
"Governance and Conflict","Elections","Percentage of observers trained","Output"
"Governance and Conflict","Elections","Percentage of people of voting age registered to vote - Participation equal (sex; ethnicity;marginlised)","Outcome"
"Governance and Conflict","Elections","Percentage of population aware how to vote (disaggregate)","Output"
"Governance and Conflict","Elections","Ratio national: international observers","Output"
"Governance and Conflict","Elections","Ratio observers: populations size","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Number of NGOs (per 100,000 persons) involved in promotion/protection of right to (X)","Outcome"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of (targeted) citizens access to (health;education; Security and Justice) services (Disaggregated)","Outcome"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of citizens aware of right to access to basic services (disaggregated)","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of citizens believe HR body is improving human rights situation in their country (Disaggregated)","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of household budget spent on accessing health/education/watsan-Security and Justice services etc","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of national budget targeting health/education/food security etc","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of objectives delivered by human rights body (Level of accountability for service delivery)","Outcome"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage of reported cases of sexual violence responded to (by government)","Output"
"Governance and Conflict","Human Rights (UN HR instruments)","Percentage/number of Universal Review (UPR) recommendations implemented","Outcome"
"Governance and Conflict","Media","Male: Female journalists at national media outlet","Output"
"Governance and Conflict","Media","Percentage of citizens access to media (Disaggregate)","Outcome"
"Governance and Conflict","Media","Percentage of citizens satisfied with media quality (Disaggregate)","Output"
"Governance and Conflict","Media","Percentage of journalists understand their role/neutrality","Output"
"Governance and Conflict","Media","Percentage of media coverage on corruption issues","Output"
"Governance and Conflict","Media","Percentage of programming given to minority issues (including equality across political parties; gender)","Output"
"Governance and Conflict","Parliament Support","Parliamentary effectiveness - Percentage of citizens satisfied with parliamentary performance (disaggregated)","Outcome"
"Governance and Conflict","Parliament Support","Percentage of parliamentarians complying with asset declaration mechanisms","Output"
"Governance and Conflict","Parliament Support","Percentage of parliamentarians trained in budget procedures, including scrutinising and monitoring","Output"
"Governance and Conflict","Parliament Support","Percentage of Parliamentarians trained in what their role is and how to be effective (Disaggregate)","Output"
"Governance and Conflict","Parliament Support","Percentage of parliamentary committees technically trained (budget, public funds, service delivery, scrutiny)","Output"
"Governance and Conflict","Parliament Support","Percentage of seats in parliament/local government occupied by women/targeted groups","Outcome"
"Governance and Conflict","Political Party Support","Number of policies communicated to general public","Outcome"
"Governance and Conflict","Political Party Support","Percentage of citizens aware of right to join political parties","Output"
"Governance and Conflict","Political Party Support","Percentage of parties with issue based manifesto","Outcome"
"Governance and Conflict","Political Party Support","Percentage of women/targeted groups included in membership of national political parties (against national statistics)","Output"
"Governance and Conflict","Political Party Support","Proportion of political party accounts and committee level meeting minutes published ( within party/externally)","Output"
"Governance and Conflict","Political Party Support","Proportion of political party accounts publicly available","Outcome"
"Governance and Conflict","Political Party Support","Proportion of political party membership given votes in internal decision making","Output"
"Governance and Conflict","Public Financial Management","Level of improvement of Public Expenditure Financial Accountability (PEFA) indicator.","Output"
"Governance and Conflict","Public Financial Management","Number of appeals investigated by relevant tender supervisory body","Outcome"
"Governance and Conflict","Public Financial Management","Percentage tenders published, including with clear conditions and criteria","Output"
"Governance and Conflict","Security and Justice Sector","Average numbers in prison cells (against international standards)","Outcome"
"Governance and Conflict","Security and Justice Sector","Confidence in formal systems - Percentage of complaints on 'less serious' issues","Outcome"
"Governance and Conflict","Security and Justice Sector","Length of judgement/appeals processes","Output"
"Governance and Conflict","Security and Justice Sector","Length of pre-trial detention","Output"
"Governance and Conflict","Security and Justice Sector","Number of cases resolved using alternative dispute resolution mechanisms","Output"
"Governance and Conflict","Security and Justice Sector","Number of CSOs consulted on policy development","Outcome"
"Governance and Conflict","Security and Justice Sector","Numbers of rapes per capita prison population (disaggregate)","Outcome"
"Governance and Conflict","Security and Justice Sector","Per capita military expenditure (or Percentage of GDP)","Output"
"Governance and Conflict","Security and Justice Sector","Percentage of citizens satisfied with (formal/informal) S&J performance (disaggregate)","Outcome"
