date	close
16-Nov-1997	166.39
15-Nov-1997	164.30
14-Nov-1997	166.11
13-Nov-1997	169.96
12-Nov-1997	153.76
9-Nov-1997	165.37
8-Nov-1997	175.47
7-Nov-1997	186.30
6-Nov-1997	191.79
5-Nov-1997	186.18
2-Nov-1997	187.87
1-Nov-1997	187.44
31-Oct-1997	189.95
30-Oct-1997	187.00
29-Oct-1997	185.09
26-Oct-1997	184.70
25-Oct-1997	182.78
24-Oct-1997	185.93
23-Oct-1997	186.16
22-Oct-1997	174.36
19-Oct-1997	170.42
18-Oct-1997	173.50
17-Oct-1997	172.75
16-Oct-1997	169.58
15-Oct-1997	166.98
12-Oct-1997	167.25
11-Oct-1997	162.23
10-Oct-1997	166.79
9-Oct-1997	167.86
8-Oct-1997	167.91
5-Oct-1997	161.45
4-Oct-1997	156.24
3-Oct-1997	157.92
2-Oct-1997	158.45
1-Oct-1997	156.34
28-Sep-1997	153.47
27-Sep-1997	154.50
26-Sep-1997	152.77
25-Sep-1997	153.18
24-Sep-1997	148.28
21-Sep-1997	144.15
20-Sep-1997	140.31
19-Sep-1997	140.77
18-Sep-1997	140.92
17-Sep-1997	138.41
14-Sep-1997	138.81
13-Sep-1997	137.20
12-Sep-1997	136.85
11-Sep-1997	135.49
10-Sep-1997	136.71
7-Sep-1997	131.77
6-Sep-1997	135.01
5-Sep-1997	136.76
4-Sep-1997	144.16
31-Aug-1997	138.48
30-Aug-1997	136.25
29-Aug-1997	134.08
28-Aug-1997	126.82
27-Aug-1997	132.25
24-Aug-1997	135.30
23-Aug-1997	131.07
22-Aug-1997	132.51
21-Aug-1997	127.57
20-Aug-1997	122.22
17-Aug-1997	122.06
16-Aug-1997	117.05
15-Aug-1997	119.90
14-Aug-1997	124.03
13-Aug-1997	127.79
10-Aug-1997	125.00
9-Aug-1997	126.39
8-Aug-1997	134.01
7-Aug-1997	135.03
6-Aug-1997	135.25
3-Aug-1997	131.85
2-Aug-1997	136.49
1-Aug-1997	135.00
31-Jul-1997	131.76
30-Jul-1997	141.43
27-Jul-1997	143.85
26-Jul-1997	146.00
25-Jul-1997	137.26
24-Jul-1997	134.89
23-Jul-1997	143.70
20-Jul-1997	143.75
19-Jul-1997	140.00
18-Jul-1997	138.12
17-Jul-1997	138.91
16-Jul-1997	138.10
13-Jul-1997	137.73
12-Jul-1997	134.07
11-Jul-1997	132.39
10-Jul-1997	132.35
9-Jul-1997	130.33
6-Jul-1997	132.30
5-Jul-1997	132.75
3-Jul-1997	127.17
2-Jul-1997	121.26
29-Jun-1997	122.04
28-Jun-1997	120.56
27-Jun-1997	121.89
26-Jun-1997	119.65
25-Jun-1997	122.34
22-Jun-1997	123.00
21-Jun-1997	123.90
20-Jun-1997	121.55
19-Jun-1997	123.66
18-Jun-1997	125.09
15-Jun-1997	120.50
14-Jun-1997	118.75
13-Jun-1997	117.50
12-Jun-1997	120.38
11-Jun-1997	120.19
8-Jun-1997	124.49
7-Jun-1997	124.07
6-Jun-1997	123.64
5-Jun-1997	122.67
4-Jun-1997	121.33
1-Jun-1997	118.40
31-May-1997	121.19
30-May-1997	118.77
29-May-1997	114.35
25-May-1997	113.62
24-May-1997	110.69
23-May-1997	112.89
22-May-1997	113.54
21-May-1997	111.98
18-May-1997	110.02
17-May-1997	109.44
16-May-1997	107.34
15-May-1997	107.52
14-May-1997	109.36
11-May-1997	108.74
10-May-1997	107.34
9-May-1997	106.88
8-May-1997	105.06
7-May-1997	103.92
4-May-1997	100.81
3-May-1997	100.40
2-May-1997	100.39
1-May-1997	99.47
30-Apr-1997	99.80
27-Apr-1997	99.92
26-Apr-1997	98.84
25-Apr-1997	95.35
24-Apr-1997	93.24
23-Apr-1997	90
22-Apr-1997	89

